resource,count
StructureDefinition-plannet-Locati,1
StructureDefinition-plannet-InsurancePla,1
StructureDefinition-plannet-HealthcareService,1
StructureDefinition-plannet-Endpoint,1
StructureDefinition-pharmqualityspeccompositi,1
StructureDefinition-patient-correction-request,1
StructureDefinition-pharmqualityorganizati,1
StructureDefinition-pharmqualitydrugsubstance,1
StructureDefinition-pharmqualitydrugproduct,1
StructureDefinition-ph,1
StructureDefinition-person-statu,1
StructureDefinition-periodicity-extensi,1
StructureDefinition-pediatric-weight-for-height,1
StructureDefinition-pediatric-bmi-for-age,1
StructureDefinition-pcde-task-search,1
StructureDefinition-pcde-task-request,1
StructureDefinition-patient-qualification-it,1
StructureDefinition-patient-occupation-it,1
StructureDefinition-patient-nes-enrolment,1
StructureDefinition-patient-iwi,1
StructureDefinition-qicore-patient,1
StructureDefinition-qicore-practitionerrole,1
StructureDefinition-structuredefinition-sdc-profile-example,1
StructureDefinition-sdc-questionnaire-initialExpressi,1
StructureDefinition-sdc-questionnaire-enableWhenExpressi,1
StructureDefinition-sdc-questionnaire-endpoint,1
StructureDefinition-sdc-questionnaire-entryMode,1
StructureDefinition-sdc-questionnaire-extr-def,1
StructureDefinition-sdc-questionnaire-extr-ob,1
StructureDefinition-sdc-questionnaire-extr-smap,1
StructureDefinition-sdc-questionnaire-isSubject,1
StructureDefinition-sdc-questionnaire-observationLinkPeriod,1
StructureDefinition-sdc-questionnaire-itemExtractionContext,1
StructureDefinition-sdc-questionnaire-itemPopulationContext,1
StructureDefinition-sdc-questionnaire-launchContext,1
StructureDefinition-sdc-questionnaire-lookupQuestionnaire,1
StructureDefinition-sdc-questionnaire-maxQuantity,1
StructureDefinition-sdc-questionnaire-minQuantity,1
StructureDefinition-sdc-questionnaire-contextExpressi,1
StructureDefinition-sdc-questionnaire-collapsible,1
StructureDefinition-sdc-questionnaire-choiceConstraint,1
StructureDefinition-sdc-questionnaire-choiceColum,1
StructureDefinition-sdc-questionnaire-candidateExpressi,1
StructureDefinition-sdc-questionnaire-calculatedExpressi,1
StructureDefinition-sdc-questionnaire-behave,1
StructureDefinition-sdc-questionnaire-answerExpressi,1
StructureDefinition-sdc-questionnaire-adapt-srch,1
StructureDefinition-sdc-questionnaire-adapt,1
StructureDefinition-sdc-questionnaire,1
StructureDefinition-sdc-library,1
StructureDefinition-sdc-codesystem,1
StructureDefinition-saner-supporting-device,1
StructureDefinition-saner-resource-locati,1
StructureDefinition-saner-device-measure-report,1
StructureDefinition-saner-device-group,1
StructureDefinition-sdc-questionnaire-observationExtract,1
StructureDefinition-sdc-questionnaire-optionalDisplay,1
StructureDefinition-qicore-procedure,1
StructureDefinition-shr-core-Money,1
StructureDefinition-sectionEffectiveTime,1
StructureDefinition-sectionIdentifier,1
StructureDefinition-self-payment,1
StructureDefinition-sequence-phase-relationship,1
StructureDefinition-servicerequest,1
StructureDefinition-shr-core-Comparator-extensi,1
StructureDefinition-shr-core-Number-extensi,1
StructureDefinition-sdc-questionnaire-performerType,1
StructureDefinition-shr-core-Units-extensi,1
StructureDefinition-speed-of-onset-extensi,1
StructureDefinition-splDocumentDate,1
StructureDefinition-stage,1
StructureDefinition-status-period,1
StructureDefinition-sticonditiontype,1
StructureDefinition-sdc-valueset,1
StructureDefinition-sdc-usagecontext,1
StructureDefinition-sdc-task,1
StructureDefinition-sdc-questionnaireresponse-isSubject,1
StructureDefinition-sdc-questionnaireresponse-adapt,1
StructureDefinition-sdc-questionnaireresponse,1
StructureDefinition-sdc-questionnaire-width,1
StructureDefinition-sdc-questionnaire-targetStructureMap,1
StructureDefinition-sdc-questionnaire-sourceStructureMap,1
StructureDefinition-sdc-questionnaire-sourceQuerie,1
StructureDefinition-sdc-questionnaire-search,1
StructureDefinition-sdc-questionnaire-render,1
StructureDefinition-sdc-questionnaire-questionnaireAdaptive,1
StructureDefinition-sdc-questionnaire-preferredTerminologyServer,1
StructureDefinition-sdc-questionnaire-pop-smap,1
StructureDefinition-sdc-questionnaire-pop-ob,1
StructureDefinition-sdc-questionnaire-pop-exp,1
StructureDefinition-saner-bed-measure-report,1
StructureDefinition-saner-bed-locati,1
StructureDefinition-saner-bed-group,1
StructureDefinition-rr-communicati,1
StructureDefinition-relati,1
StructureDefinition-relative-accuracy,1
StructureDefinition-requestertype,1
StructureDefinition-research-participant-group,1
StructureDefinition-resoluti,1
StructureDefinition-resprate,1
StructureDefinition-rr-determination-of-reportability-extensi,1
StructureDefinition-saner-audit-event-write,1
StructureDefinition-rr-determination-of-reportability-reason-extensi,1
StructureDefinition-rr-determination-of-reportability-rule-extensi,1
StructureDefinition-rr-eicr-processing-status-extensi,1
StructureDefinition-rr-eicr-processing-status-observati,1
StructureDefinition-rr-eicr-processing-status-reason-observati,1
StructureDefinition-rr-eicr-receipt-time-extensi,1
StructureDefinition-relates-to-extensi,1
StructureDefinition-region-studied,1
StructureDefinition-referralrequest-mbsdva,1
StructureDefinition-referral-provider,1
StructureDefinition-referral,1
StructureDefinition-recordCertificati,1
StructureDefinition-questionnaire-launchurl,1
StructureDefinition-qualificati,1
StructureDefinition-qicore-task,1
StructureDefinition-qicore-substance,1
StructureDefinition-qicore-specime,1
StructureDefinition-qicore-servicerequest-appropriatenessScore,1
StructureDefinition-qicore-servicerequest,1
StructureDefinition-qicore-servicenotrequested,1
StructureDefinition-qicore-relatedper,1
StructureDefinition-qicore-recorded,1
StructureDefinition-qicore-procedurenotdone,1
StructureDefinition-rr-external-resource-type-extensi,1
StructureDefinition-rr-location-relevance-extensi,1
StructureDefinition-rr-priority-extensi,1
StructureDefinition-rtpbc-response-bundle,1
StructureDefinition-saner-audit-event-read,1
StructureDefinition-sact-treatment-intent,1
StructureDefinition-sact-timing-of-day,1
StructureDefinition-sact-support-factor,1
StructureDefinition-sact-replaced-by,1
StructureDefinition-sact-regimen-type,1
StructureDefinition-sact-plan-instructi,1
StructureDefinition-sact-off-label,1
StructureDefinition-sact-location-medication-collecti,1
StructureDefinition-sact-disclaimer,1
StructureDefinition-sact-administration-site,1
StructureDefinition-sact-additional-plan-statu,1
StructureDefinition-rtpbc-response-messageheader,1
StructureDefinition-rtpbc-response-claimresponse,1
StructureDefinition-rtpbc-request-messageheader,1
StructureDefinition-rr-relevant-reportable-condition-plandefiniti,1
StructureDefinition-rtpbc-request-claim,1
StructureDefinition-rtpbc-request-bundle,1
StructureDefinition-rtpbc-pharmacy-organizati,1
StructureDefinition-rtpbc-patient,1
StructureDefinition-rtpbc-medicationrequest,1
StructureDefinition-rtpbc-isAlternative,1
StructureDefinition-rtpbc-coverage,1
StructureDefinition-rtpbc-benefitRestricti,1
StructureDefinition-rr-rules-authoring-agency-organization-extensi,1
StructureDefinition-rr-rules-authoring-agency-organizati,1
StructureDefinition-rr-routing-entity-organization-extensi,1
StructureDefinition-rr-routing-entity-organizati,1
StructureDefinition-rr-responsible-agency-organization-extensi,1
StructureDefinition-rr-responsible-agency-organizati,1
StructureDefinition-who-sti-observation-lgv-follow-up,1
StructureDefinition-who-sti-observation-partner-symptom,1
ValueSet-blood-type,1
ValueSet-SEBaseNamePartQualifierVS,1
ValueSet-Range11073MDC,1
ValueSet-RespirationRateSCTObservable,1
ValueSet-SCTUrinStix,1
ValueSet-SDOHCC-ValueSet-HCPCSII-1,1
ValueSet-SDOHCC-ValueSet-SDOHDomain-1,1
ValueSet-SEBaseAddressPersonVS,1
ValueSet-SEBasePrescriberCodeTypeVS,1
ValueSet-Slot-status-v,1
ValueSet-SectionType,1
ValueSet-SecurityLabelVS,1
ValueSet-Service-package-v,1
ValueSet-ServiceRecommendationsVS,1
ValueSet-ShapeVS,1
ValueSet-Signed-channel-v,1
ValueSet-Quantity11073MDC,1
ValueSet-QualificationStatusVS,1
ValueSet-PreviouslyDemonstratedByVS,1
ValueSet-PractitionerRoleVS,1
ValueSet-PolicyAuditEventType,1
ValueSet-PCDESectionCode,1
ValueSet-PCDEPlanActionRea,1
ValueSet-PCDEPlanActi,1
ValueSet-PASSupportingInfoType,1
ValueSet-PASInformationChangeMode,1
ValueSet-PAOx-Message-Event,1
ValueSet-PAOX-Task-Code,1
ValueSet-OxygenSaturationSCTobservable,1
ValueSet-OrientationVS,1
ValueSet-OrganizationAffiliationRoleVS,1
ValueSet-OrgTypeVS,1
ValueSet-OnlyCompleteOrPending,1
ValueSet-Signed-type-v,1
ValueSet-SpecStatu,1
ValueSet-ValueSet-lifestylefactor-EsAr-gk,1
ValueSet-ValueSet-diagnosis-EsAr-gk,1
ValueSet-UofTWoundGradeVS,1
ValueSet-VRSSCTfindingsPai,1
ValueSet-VRSpai,1
ValueSet-ValueSet-cigarette-smoking-before-during-pregnancy,1
ValueSet-ValueSet-condition-eu-gk,1
ValueSet-ValueSet-date-part,1
ValueSet-ValueSet-diagnosis-espv-gk,1
ValueSet-SpecType,1
ValueSet-ValueSet-fastingGlucoseBlood-eu-gk,1
ValueSet-ValueSet-fastingPlasmaGlucose-eu-gk,1
ValueSet-ValueSet-labSelfTest-eu-gk,1
ValueSet-ValueSet-labTest-eu-gk,1
ValueSet-ValueSet-labTestPercentage-eu-gk,1
ValueSet-ValueSet-labresults-espv-gk,1
ValueSet-UofTWoundGradeStageVS,1
ValueSet-UnitsOfPresentati,1
ValueSet-UnitsOfLengthVS,1
ValueSet-UPractitionerRIS,1
ValueSet-UEncounterType,1
ValueSet-UEncounterCla,1
ValueSet-TestUsage,1
ValueSet-TestCategory,1
ValueSet-TechniqesSCTCode,1
ValueSet-TaskBusinessStatusVS,1
ValueSet-SystolicBloodPressureSCTObservable,1
ValueSet-SubmissionSet.contentTypeCode,1
ValueSet-SubmissionSet.Author.AuthorRole,1
ValueSet-String11073MDC,1
ValueSet-StatusRea,1
ValueSet-SpecialtyAndDegreeLicenseCertificateVS,1
ValueSet-SpecialtiesVS,1
ValueSet-ObservedChangesVS,1
ValueSet-NotPreviouslySeenVS,1
ValueSet-NonIndividualSpecialtyAndDegreeLicenseCertificateVS,1
ValueSet-KLInformationGatheringInvestigationCode,1
ValueSet-KLGeneralInformationFSIII,1
ValueSet-KLGoalTypeCode,1
ValueSet-KLHomeCareAreasFSIII,1
ValueSet-KLHomeCareInterventionsFSIII,1
ValueSet-KLImportanceLevelCodesFSIII,1
ValueSet-KLInformationCode,1
ValueSet-KLInformationGatheringTypeCode,1
ValueSet-NonIndividualSpecialtiesVS,1
ValueSet-KLInterventi,1
ValueSet-KLInterventionsFFB,1
ValueSet-KLInterventionsFSIII,1
ValueSet-KLMatterOfInterestInformerFFB,1
ValueSet-KLNeedsAssessmentCodesFFB,1
ValueSet-KLNursingAreasFSIII,1
ValueSet-KLFollowUpCodesFSIII,1
ValueSet-KLFollowUpCodesFFB,1
ValueSet-KLFollowUpCode,1
ValueSet-KLEvaluationTypeCodesSCT,1
ValueSet-KLEvaluationTypeCode,1
ValueSet-KLEncounterType,1
ValueSet-KLConsentToLiasing,1
ValueSet-KLConditionsAndTargetGroupsFFB,1
ValueSet-KLConditionCodesTheraphy,1
ValueSet-KLConditionCodesPreventi,1
ValueSet-KLConditionCodesNursing,1
ValueSet-KLConditionCodesHomeCare,1
ValueSet-KLConditionCodesFSIII,1
ValueSet-KLConditionCodesFFB,1
ValueSet-KLConditionCode,1
ValueSet-KLComplicationCodesSCT,1
ValueSet-KLCitizenObservationResultCodesFSIII,1
ValueSet-KLNursingInterventionsFSIII,1
ValueSet-KLObservationCode,1
ValueSet-KLPerformanceLevelCodesFSIII,1
ValueSet-LateralityVS,1
ValueSet-NetworkTypeVS,1
ValueSet-NPUUrinStix,1
ValueSet-NPUAPWoundGradeVS,1
ValueSet-NCPDPRejectCode,1
ValueSet-NCPDPPrescriptionOriginCode,1
ValueSet-NCPDPDispensedAsWrittenOrProductSelectionCode,1
ValueSet-NCPDPCompoundCode,1
ValueSet-NCPDPBrandGenericIndicator,1
ValueSet-MinEndpointConnectionTypeVS,1
ValueSet-MethodOrigi,1
ValueSet-MarginVS,1
ValueSet-MHDlistTypesVS,1
ValueSet-MGBreastDensityVS,1
ValueSet-MDCnotObject,1
ValueSet-LanguageProficiencyVS,1
ValueSet-KLPreventionAreasFSIII,1
ValueSet-KLtechniquesCode,1
ValueSet-KLTrainingInterventionsFSIII,1
ValueSet-KLToolsItemObservationCode,1
ValueSet-KLTheraphyAreasFSIII,1
ValueSet-KLThemesFFB,1
ValueSet-KLTargetMeasureCode,1
ValueSet-KLTargetGroupsFFB,1
ValueSet-KLSeveritiesFSIII,1
ValueSet-KLSeveritiesFFB,1
ValueSet-KLSeveritie,1
ValueSet-KLServicesType,1
ValueSet-KLServiceCodesFFB,1
ValueSet-KLRequestFromFSIII,1
ValueSet-KLPreventionInterventionsFSIII,1
ValueSet-ValueSet-labresults-gr-gk,1
ValueSet-ValueSet-lifestylefactor-espv-gk,1
ValueSet-KLChangeValueCodesFSIII,1
ValueSet-atr-changetype,1
ValueSet-associated-condition-value-set,1
ValueSet-associated-sign-and-symptom-value-set,1
ValueSet-associated-situation-value-set,1
ValueSet-asymptomatic-bacteriuria-asb-diagnosi,1
ValueSet-asymptomatic-bacteriuria-asb-diagnosis-choice,1
ValueSet-atc-vaccines-covid-19,1
ValueSet-average-weight-gain-per-week,1
ValueSet-be-contrastfluid-use,1
ValueSet-b3a06f5a-5077-436c-bf90-6e1d01291fff,1
ValueSet-backport-content-value-set,1
ValueSet-backport-notification-error-value-set,1
ValueSet-backport-notification-type-value-set,1
ValueSet-backport-notification-url-location-value-set,1
ValueSet-backupcontraceptivemethod-value,1
ValueSet-apgar-timing,1
ValueSet-any-treatment-given-before-referral,1
ValueSet-anc-persona,1
ValueSet-anaemia-diagnosis-choice,1
ValueSet-anaemia-diagnosi,1
ValueSet-amount-of-vitamin-a-supplementation-provided,1
ValueSet-amount-of-oral-prep-provided,1
ValueSet-amount-of-iron-prescribed,1
ValueSet-amount-of-daily-dose-of-folic-acid-prescribed,1
ValueSet-amount-of-daily-aspirin-prescribed-until-delivery,1
ValueSet-amniotic-fluid-level-choice,1
ValueSet-amniotic-fluid-level,1
ValueSet-allergyintolerance-finding-code,1
ValueSet-allergy-reaction-gps-uv-ip,1
ValueSet-allergy-intolerance-substance-condition-uv-ip,1
ValueSet-allergy-intolerance-substance-condition-gps-uv-ip,1
ValueSet-allergies-choice,1
ValueSet-be-communication-method,1
ValueSet-be-diarytopic,1
ValueSet-ValueSet-lifestylefactor-gr-gk,1
ValueSet-blood-glucose-test-type,1
ValueSet-benzodiazepine-medicati,1
ValueSet-bibliography-artifact-type,1
ValueSet-bimanual-exam-value,1
ValueSet-birth-weight,1
ValueSet-blood-glucose-test-ordered,1
ValueSet-blood-glucose-test-result,1
ValueSet-blood-glucose-test-type-choice,1
ValueSet-be-reason-referral-statu,1
ValueSet-blood-haemoglobin-test-conducted,1
ValueSet-blood-haemoglobin-test-ordered,1
ValueSet-blood-haemoglobin-test-result,1
ValueSet-blood-haemoglobin-test-type,1
ValueSet-blood-haemoglobin-test-type-choice,1
ValueSet-blood-pressure-cannot-be-take,1
ValueSet-be-vs-vaccination-status-rea,1
ValueSet-be-vs-vaccination-confirmation-statu,1
ValueSet-be-vs-vaccination-administration-route,1
ValueSet-be-vs-type-of-probe,1
ValueSet-be-vs-scorecategory,1
ValueSet-be-vs-score,1
ValueSet-be-vs-problem-origin-type,1
ValueSet-be-vs-problem-code,1
ValueSet-be-vs-problem-category,1
ValueSet-be-vs-patientwill-code,1
ValueSet-be-vs-patientwill-category,1
ValueSet-be-vs-laterality,1
ValueSet-be-vs-care-locati,1
ValueSet-be-vs-bodysite,1
ValueSet-be-vs-addiction-code,1
ValueSet-be-vs-addiction-category,1
ValueSet-be-referral-category,1
ValueSet-allergie,1
ValueSet-afterCompletionCode,1
ValueSet-adverse-event-relatedness-value-set,1
ValueSet-WHO5SCTfinding,1
ValueSet-WHO5AnswerCodesHappy,1
ValueSet-WHO5AnswerCodesHappySDS,1
ValueSet-WHO5AnswerCodesInterest,1
ValueSet-WHO5AnswerCodesInterestSDS,1
ValueSet-WHO5AnswerCodesRested,1
ValueSet-WHO5AnswerCodesRestedSDS,1
ValueSet-WHO5SCTfindingsActive3,1
ValueSet-adverse-event-grade-value-set,1
ValueSet-WHO5SCTfindingsCalm2,1
ValueSet-WHO5SCTfindingsHappy1,1
ValueSet-WHO5SCTfindingsInterest5,1
ValueSet-WHO5SCTfindingsRested4,1
ValueSet-WagnerWoundGradeVS,1
ValueSet-WhoCrValueSetAdmin1,1
ValueSet-WHO5AnswerCodesCalmSDS,1
ValueSet-WHO5AnswerCodesCalm,1
ValueSet-WHO5AnswerCodesActiveSDS,1
ValueSet-WHO5AnswerCodesActive,1
ValueSet-VirtualModalitiesVS,1
ValueSet-ValueSet-vitalsigns-gr-gk,1
ValueSet-ValueSet-vitalsigns-eu-gk,1
ValueSet-ValueSet-vitalsigns-espv-gk,1
ValueSet-ValueSet-socialObservation-gk,1
ValueSet-ValueSet-sleepDuration-gk,1
ValueSet-ValueSet-otherobservations-gr-gk,1
ValueSet-ValueSet-otherobservations-espv-gk,1
ValueSet-ValueSet-observationcode-gr-gk,1
ValueSet-ValueSet-observationcode-espv-gk,1
ValueSet-ValueSet-observationcode-EsAr-gk,1
ValueSet-ValueSet-observation-eu-gk,1
ValueSet-ValueSet-nutrition-gr-gk,1
ValueSet-WhoCrValueSetAgeUnit,1
ValueSet-WhoCrValueSetComorbidity,1
ValueSet-WhoCrValueSetPatientOutcome,1
ValueSet-X12ClaimAdjustmentReasonCodesCMSRemittanceAdviceRemarkCode,1
ValueSet-adverse-event-expectation-value-set,1
ValueSet-administrative-gender,1
ValueSet-address-use-v,1
ValueSet-address-use,1
ValueSet-address-type,1
ValueSet-active-conditi,1
ValueSet-absent-or-unknown-procedures-uv-ip,1
ValueSet-us-core-diagnosticreport-report-and-note-code,1
ValueSet-absent-or-unknown-medications-uv-ip,1
ValueSet-absent-or-unknown-immunizations-uv-ip,1
ValueSet-absent-or-unknown-devices-uv-ip,1
ValueSet-absent-or-unknown-allergies-uv-ip,1
ValueSet-abdominal-exam-result-choice,1
ValueSet-abdominal-exam-result,1
ValueSet-X12278ReviewDecisionReasonCode,1
ValueSet-WhoCrValueSetPregnancyTrimester,1
ValueSet-X12278RequestedServiceType,1
ValueSet-X12278RejectReasonCode,1
ValueSet-X12278LocationType,1
ValueSet-X12278FollowUpActionCode,1
ValueSet-X12278DiagnosisType,1
ValueSet-X12278DiagnosisInformationType,1
ValueSet-X12278DiagnosisCode,1
ValueSet-WhoCrValueSetYesNoUnk,1
ValueSet-WhoCrValueSetYesN,1
ValueSet-WhoCrValueSetTestResult,1
ValueSet-WhoCrValueSetSubmitted,1
ValueSet-WhoCrValueSetSexAtBirth,1
ValueSet-WhoCrValueSetReasonForCovid19Testing,1
ValueSet-WhoCrValueSetQuestionnaireResponseAcceptedStatu,1
ValueSet-KLCitizenObservationCodesFSIII,1
ValueSet-KLChangeValueCodesFFB,1
StructureDefinition-who-sti-observation-past-sti-treatment,1
ValueSet-AccessAuditTrailEventType,1
ValueSet-AbnormalityDuctTypeVS,1
ValueSet-AbnormalityFibroAdenomaTypeVS,1
ValueSet-AbnormalityForeignObjectTypeVS,1
ValueSet-AbnormalityLymphNodeTypeVS,1
ValueSet-AbnormalityMassTypeVS,1
ValueSet-AcceptingPatientsVS,1
ValueSet-AccessibilityVS,1
ValueSet-BedType,1
ValueSet-ActivePharmaceuticalIngredient,1
ValueSet-AddressNotValidatedRea,1
ValueSet-ApplicationType,1
ValueSet-AssociatedFeatureVS,1
ValueSet-BSeR-TelcomCommunicationPreferencesVS,1
ValueSet-BedLocationOperationalStatu,1
ValueSet-AbnormalityDensityTypeVS,1
ValueSet-AbnormalityCystTypeVS,1
ValueSet-AbnormalityAsymmetryTypeVS,1
ValueSet-ASN1measurement,1
ValueSet-ASN1attribute,1
ValueSet-AMACPTCMSHCPCSProcedureCode,1
ValueSet-AMACPTCMSHCPCSModifier,1
ValueSet-AHANUBCTypeOfBill,1
ValueSet-AHANUBCPriorityTypeOfAdmissionOrVisit,1
ValueSet-AHANUBCPresentOnAdmissi,1
ValueSet-AHANUBCPointOfOriginForAdmissionOrVisit,1
ValueSet-AHANUBCPatientDischargeStatu,1
ValueSet-ADAUniversalNumberingSystem,1
ValueSet-ADADentalProcedureCode,1
ValueSet-9acad552-3205-4e48-8965-d61e2d2939d,1
ValueSet-915b318f-ff25-470c-901e-12f97697b9f,1
ValueSet-7b72de5e-fa6f-4c9e-b48a-f0303006ea32,1
ValueSet-BedProperty,1
ValueSet-BiRadsAssessmentCategoryVS,1
ValueSet-CMSICD910PCSProcedureCode,1
ValueSet-C4BBPayerClaimPaymentStatusCode,1
ValueSet-C4BBEOBInstitutionalProcedureCode,1
ValueSet-C4BBInstitutionalClaimSubType,1
ValueSet-C4BBOrganizationIdentifierType,1
ValueSet-C4BBPatientIdentifierType,1
ValueSet-C4BBPayeeType,1
ValueSet-C4BBPayerBenefitPaymentStatu,1
ValueSet-C4BBPayerProviderContractingStatu,1
ValueSet-BodyTemperatureSCTObservable,1
ValueSet-C4BBPractitionerIdentifierType,1
ValueSet-C4BBProfessionalAndNonClinicianClaimType,1
ValueSet-C4BBRelatedClaimRelationshipCode,1
ValueSet-C4BBSupportingInfoType,1
ValueSet-C4BBTotalCategoryDiscriminator,1
ValueSet-CDCICD910CMDiagnosisCode,1
ValueSet-C4BBClaimProfessionalAndNonClinicianDiagnosisType,1
ValueSet-C4BBClaimProfessionalAndNonClinicianCareTeamRole,1
ValueSet-C4BBClaimProcedureType,1
ValueSet-C4BBClaimPharmacyTeamRole,1
ValueSet-C4BBClaimOutpatientInstitutionalDiagnosisType,1
ValueSet-C4BBClaimInstitutionalCareTeamRole,1
ValueSet-C4BBClaimInpatientInstitutionalDiagnosisType,1
ValueSet-C4BBClaimIdentifierType,1
ValueSet-C4BBAdjudicationCategoryDiscriminator,1
ValueSet-C4BBAdjudicati,1
ValueSet-BreastLandmarkVS,1
ValueSet-BreastBodyLocationRegionVS,1
ValueSet-BreastBodyLocationQuadrantVS,1
ValueSet-BreastBodyLocationDepthVS,1
ValueSet-BreastBodyLocationClockPositionsVS,1
ValueSet-BodyweightSCTobservable,1
ValueSet-BodyheightSCTobservable,1
ValueSet-6526cba4-6d0c-4e68-ab4a-f7dd801dfb8b,1
ValueSet-29f37418-a0d1-4747-9543-54fa3f786115,1
ValueSet-22787130-b120-412d-9a26-b799842f069d,1
ValueSet-2.16.840.1.113762.1.4.1032.124,1
ValueSet-11073MDC-dimensi,1
ValueSet-11073MDC-metric,1
ValueSet-11073MDC-object,1
ValueSet-1912297b-863e-469d-8136-6a49955d5bdd,1
ValueSet-1a046a82-e43c-4749-82cd-b27300bfad6,1
ValueSet-2.16.840.1.113762.1.4.1032.10,1
ValueSet-2.16.840.1.113762.1.4.1047.511,1
ValueSet-2.16.840.1.114222.4.11.3595,1
ValueSet-2.16.840.1.113762.1.4.1099.10,1
ValueSet-2.16.840.1.113762.1.4.1099.24,1
ValueSet-2.16.840.1.113762.1.4.1104.2,1
ValueSet-2.16.840.1.113762.1.4.1116.420,1
ValueSet-2.16.840.1.113762.1.4.1146.1330,1
ValueSet-2.16.840.1.113762.1.4.1195.111,1
ValueSet-1.3.6.1.4.1.12009.10.2.5,1
Task-task-example-hedi,1
StructureMap-OrfQrToBundle,1
StructureMap-OrfBundleToQr,1
StructureDefinition-who-sti-specime,1
StructureDefinition-who-sti-procedure-service-provided,1
StructureDefinition-who-sti-patient,1
StructureDefinition-who-sti-observation-trauma-history,1
StructureDefinition-who-sti-observation-syphilis-stage,1
StructureDefinition-who-sti-observation-sti-screening,1
StructureDefinition-who-sti-observation-speculum-examinati,1
StructureDefinition-who-sti-observation-signs-of-shock,1
StructureDefinition-who-sti-observation-signs-of-fever,1
StructureDefinition-who-sti-observation-risk-assessment,1
StructureDefinition-who-sti-observation-reported-symptom,1
StructureDefinition-who-sti-observation-recent-syphilis-treatment,1
StructureDefinition-who-sti-observation-recent-abortion-or-miscarriage,1
ValueSet-2.16.840.1.113883.1.11.20.2.3,1
ValueSet-2.16.840.1.113883.1.11.20.2.4,1
ValueSet-2.16.840.1.113883.1.11.20.22,1
ValueSet-2.16.840.1.113883.13.9,1
ValueSet-2.16.840.1.114222.4.11.3196,1
ValueSet-2.16.840.1.114222.4.11.3195,1
ValueSet-2.16.840.1.113883.3.666.5.307,1
ValueSet-2.16.840.1.113883.3.600.2012,1
ValueSet-2.16.840.1.113883.3.600.1.1490,1
ValueSet-2.16.840.1.113883.3.526.3.509,1
ValueSet-2.16.840.1.113883.3.526.3.378,1
ValueSet-2.16.840.1.113883.3.526.2.590,1
ValueSet-2.16.840.1.113883.3.526.2.422,1
ValueSet-2.16.840.1.113883.3.526.2.1045,1
ValueSet-2.16.840.1.113883.3.464.1003.195.12.1003,1
ValueSet-2.16.840.1.113883.3.464.1003.106.11.1030,1
ValueSet-2.16.840.1.113883.3.464.1003.101.12.1014,1
ValueSet-2.16.840.1.113883.3.3157.4012,1
ValueSet-2.16.840.1.113883.13.20,1
ValueSet-2.16.840.1.113883.10.20.5.9.29,1
ValueSet-2.16.840.1.113883.13.19,1
ValueSet-2.16.840.1.113883.13.16,1
ValueSet-2.16.840.1.113883.13.15,1
ValueSet-2.16.840.1.113883.13.13,1
ValueSet-2.16.840.1.113883.13.10,1
ValueSet-2.16.840.1.113883.11.20.9.86,1
ValueSet-2.16.840.1.113883.11.20.9.31,1
ValueSet-2.16.840.1.113883.11.20.8.1,1
ValueSet-2.16.840.1.113883.11.20.6.1,1
ValueSet-2.16.840.1.113883.11.20.4.1,1
ValueSet-2.16.840.1.113883.11.20.1.1,1
ValueSet-2.16.840.1.113883.10.20.5.9.34,1
ValueSet-2.16.840.1.113883.10.20.5.9.31,1
ValueSet-2.16.840.1.113883.10.20.5.9.30,1
ValueSet-CEQSubscriberPurposeofUse,1
ValueSet-CMSMS3MAPAPRDRG,1
ValueSet-KLChangeValueCode,1
ValueSet-DocumentEntry.mimeType,1
ValueSet-DocumentEntry.authorSpeciality,1
ValueSet-DocumentEntry.confidentialityCode,1
ValueSet-DocumentEntry.eventCodeList,1
ValueSet-DocumentEntry.formatCode,1
ValueSet-DocumentEntry.healthcareFacilityTypeCode,1
ValueSet-DocumentEntry.languageCode,1
ValueSet-DocumentEntry.originalProviderRole,1
ValueSet-EQ5DSCTfindingsPai,1
ValueSet-DocumentEntry.practiceSettingCode,1
ValueSet-DocumentEntry.sourcePatientInfo.PID-8,1
ValueSet-Dosage,1
ValueSet-EQ5DSCTfindingsActivity,1
ValueSet-EQ5DSCTfindingsAnxiety,1
ValueSet-EQ5DSCTfindingsHygiene,1
ValueSet-DocumentEntry.authorRole,1
ValueSet-DocumentAuditEventType,1
ValueSet-DiastolicBloodPressureSCTObservable,1
ValueSet-DeliveryMethodVS,1
ValueSet-Crowd-type-v,1
ValueSet-CorrespondsWithVS,1
ValueSet-ConsistentWithVS,1
ValueSet-ConsistentWithQualifierVS,1
ValueSet-ConsciousnessSCTFinding,1
ValueSet-ConsciousnessCode,1
ValueSet-CodeableConcept11073MDC,1
ValueSet-CareConnect-VaccineCode-1,1
ValueSet-CareConnect-VaccinationProcedure-1,1
ValueSet-CareConnect-TreatmentCategory-1,1
ValueSet-CareConnect-SpecimenType-1,1
ValueSet-CareConnect-SpecimenBodySite-1,1
ValueSet-CareConnect-SourceOfReferral-1,1
ValueSet-EQ5DSCTfindingsMobility,1
ValueSet-EQ5Dactivity,1
ValueSet-CMSPlaceofServiceCode,1
ValueSet-ICD-10-morphology-coding-v,1
ValueSet-HCProfessional.hcProfessi,1
ValueSet-HCProfessional.hcSpecialisati,1
ValueSet-HIVRapidTestResult,1
ValueSet-HealthcareServiceCategoryVS,1
